Running strategy ucrp on dataset djia.
Start Time: 2015-0129-17-01-35-572.
-------------------------------------
Parameters [tc:0.000000]
day	 Daily Return	 Total return
404	0.994807	0.808817
405	1.026955	0.830618
406	0.986295	0.819234
407	1.012987	0.829874
408	1.013321	0.840929
409	0.976994	0.821582
410	1.006701	0.827088
411	0.986015	0.815521
412	0.984604	0.802966
413	0.998539	0.801792
414	0.997257	0.799593
415	0.954375	0.763111
416	1.015701	0.775093
417	0.979473	0.759183
418	1.020249	0.774556
419	1.010627	0.782787
420	1.010339	0.790880
421	0.998579	0.789756
422	0.972653	0.768158
423	0.992017	0.762026
424	1.009127	0.768981
425	0.979365	0.753113
426	0.992426	0.747409
427	0.969751	0.724801
428	1.005717	0.728944
429	0.985028	0.718030
430	0.977175	0.701641
431	1.023370	0.718038
432	1.018219	0.731121
433	0.962653	0.703816
434	0.985099	0.693328
435	1.046546	0.725600
436	0.973272	0.706206
437	0.993043	0.701293
438	0.973296	0.682565
439	0.985058	0.672366
440	1.006312	0.676610
441	0.969151	0.655738
442	1.038538	0.681009
443	1.047664	0.713468
444	1.001978	0.714880
445	1.057245	0.755803
446	0.968816	0.732234
447	1.031880	0.755577
448	1.004479	0.758962
449	1.030395	0.782030
450	0.992395	0.776083
451	1.007866	0.782187
452	0.979958	0.766511
453	1.016810	0.779396
454	0.994847	0.775380
455	0.994825	0.771367
456	1.007790	0.777376
457	0.995493	0.773872
458	1.019397	0.788883
459	1.010915	0.797494
460	1.013209	0.808027
461	1.012127	0.817826
462	0.975437	0.797738
463	0.992669	0.791889
464	0.974888	0.772003
465	1.004271	0.775300
466	1.001388	0.776377
467	1.019085	0.791194
468	1.005308	0.795394
469	0.990629	0.787940
470	0.977103	0.769898
471	1.018850	0.784411
472	1.034671	0.811607
473	0.996556	0.808812
474	1.005967	0.813638
475	0.981516	0.798599
476	1.031080	0.823419
477	0.997848	0.821647
478	0.997295	0.819424
479	0.983538	0.805935
480	0.996156	0.802837
481	0.987075	0.792460
482	1.002648	0.794559
483	0.976898	0.776203
484	1.012724	0.786079
485	1.001447	0.787217
486	0.996524	0.784480
487	0.986923	0.774221
488	1.024665	0.793318
489	0.989257	0.784795
490	0.987794	0.775216
491	0.989732	0.767256
492	1.016933	0.780248
493	0.997138	0.778015
494	0.992333	0.772050
495	0.999421	0.771603
496	0.983555	0.758914
497	1.001833	0.760305
498	1.002193	0.761973
499	1.035117	0.788731
500	0.997668	0.786892
501	1.025038	0.806594
502	0.995541	0.802997
503	0.981384	0.788049
504	1.021490	0.804984
505	1.002432	0.806941
506	1.000602	0.807427
507	1.006563	0.812726
UCRP(tc=0.0000), Final return: 0.81
-------------------------------------
