Running strategy up on dataset djia.
Start Time: 2015-0129-17-01-36-364.
-------------------------------------
Parameters [tc:0.000000]
day	 Daily Return	 Total return
351	0.977220	0.912246
352	0.997268	0.909754
353	1.009346	0.918257
354	0.981674	0.901429
355	0.993997	0.896018
356	1.003405	0.899069
357	0.984026	0.884707
358	1.007939	0.891731
359	0.988821	0.881763
360	0.995386	0.877695
361	1.025935	0.900457
362	1.002401	0.902620
363	0.980164	0.884715
364	0.983472	0.870093
365	0.983273	0.855539
366	1.003882	0.858859
367	0.983179	0.844412
368	0.996606	0.841546
369	1.016494	0.855427
370	1.001410	0.856633
371	0.980973	0.840334
372	0.985795	0.828397
373	1.008355	0.835318
374	1.040323	0.869000
375	0.987308	0.857971
376	0.979411	0.840306
377	0.967671	0.813140
378	1.004850	0.817084
379	0.988067	0.807334
380	0.996178	0.804248
381	0.980388	0.788475
382	1.007489	0.794380
383	0.982650	0.780598
384	0.955950	0.746213
385	0.963638	0.719079
386	0.980201	0.704842
387	1.064529	0.750325
388	0.993892	0.745742
389	1.013383	0.755722
390	1.059298	0.800535
391	0.999277	0.799957
392	1.008343	0.806631
393	0.972145	0.784162
394	0.971175	0.761558
395	0.962467	0.732974
396	1.031254	0.755883
397	1.020503	0.771381
398	1.032712	0.796614
399	1.004898	0.800516
400	0.992369	0.794407
401	0.974718	0.774323
402	1.034532	0.801062
403	1.013119	0.811571
404	0.994704	0.807273
405	1.027056	0.829115
406	0.986361	0.817806
407	1.013047	0.828476
408	1.013319	0.839511
409	0.977004	0.820206
410	1.006662	0.825670
411	0.986120	0.814209
412	0.984687	0.801741
413	0.998603	0.800622
414	0.997242	0.798413
415	0.954578	0.762148
416	1.015826	0.774209
417	0.979475	0.758319
418	1.020282	0.773699
419	1.010550	0.781861
420	1.010345	0.789950
421	0.998571	0.788821
422	0.972618	0.767222
423	0.991778	0.760913
424	1.009235	0.767940
425	0.979249	0.752004
426	0.992500	0.746364
427	0.969784	0.723812
428	1.005806	0.728015
429	0.985019	0.717109
430	0.977140	0.700716
431	1.023203	0.716974
432	1.018294	0.730090
433	0.962578	0.702769
434	0.984992	0.692222
435	1.046525	0.724427
436	0.973148	0.704975
437	0.993186	0.700171
438	0.973230	0.681428
439	0.985062	0.671249
440	1.006456	0.675583
441	0.969197	0.654773
442	1.038527	0.679999
443	1.047716	0.712447
444	1.001914	0.713811
445	1.057445	0.754815
446	0.968549	0.731075
447	1.031820	0.754338
448	1.004501	0.757734
449	1.030569	0.780897
450	0.992320	0.774899
451	1.008084	0.781164
452	0.979958	0.765507
453	1.016787	0.778358
454	0.994771	0.774287
455	0.994827	0.770282
456	1.007677	0.776196
457	0.995505	0.772707
458	1.019486	0.787764
459	1.010816	0.796284
460	1.013238	0.806825
461	1.012292	0.816743
462	0.975331	0.796594
463	0.992677	0.790761
464	0.974831	0.770858
465	1.004322	0.774190
466	1.001272	0.775175
467	1.018906	0.789830
468	1.005232	0.793963
469	0.990647	0.786537
470	0.976735	0.768238
471	1.018825	0.782700
472	1.034574	0.809762
473	0.996660	0.807057
474	1.005904	0.811822
475	0.981566	0.796857
476	1.031159	0.821686
477	0.997962	0.820012
478	0.997342	0.817832
479	0.983636	0.804449
480	0.996197	0.801390
481	0.987074	0.791031
482	1.002663	0.793138
483	0.976911	0.774825
484	1.012711	0.784675
485	1.001480	0.785836
486	0.996434	0.783034
487	0.986882	0.772761
488	1.024755	0.791891
489	0.989382	0.783482
490	0.987769	0.773900
491	0.989801	0.766007
492	1.017002	0.779030
493	0.997099	0.776770
494	0.992347	0.770825
495	0.999446	0.770398
496	0.983528	0.757708
497	1.002049	0.759261
498	1.002151	0.760894
499	1.035075	0.787582
500	0.997844	0.785885
501	1.025003	0.805534
502	0.995549	0.801949
503	0.981297	0.786950
504	1.021492	0.803863
505	1.002445	0.805829
506	1.000672	0.806370
507	1.006599	0.811691
UP(tc=0.0000), Final return: 0.81
-------------------------------------
