Running strategy best on dataset djia.
Start Time: 2015-0129-17-01-35-552.
-------------------------------------
Parameters [tc:0.000000]
day	 Daily Return	 Total return
416	1.025308	1.005632
417	0.952292	0.957655
418	1.041603	0.997497
419	1.018402	1.015853
420	1.022382	1.038590
421	0.975698	1.013350
422	0.970564	0.983521
423	1.016119	0.999374
424	0.997287	0.996662
425	0.989745	0.986441
426	1.009727	0.996037
427	0.988482	0.984564
428	1.005508	0.989987
429	0.953013	0.943471
430	1.009065	0.952023
431	1.019062	0.970171
432	0.993335	0.963705
433	0.979437	0.943888
434	0.966630	0.912390
435	1.056927	0.964330
436	0.986589	0.951398
437	0.980267	0.932624
438	0.978976	0.913016
439	1.006397	0.918857
440	1.021339	0.938465
441	0.977773	0.917605
442	1.054331	0.967459
443	1.053687	1.019399
444	1.008594	1.028160
445	1.060864	1.090738
446	0.964047	1.051523
447	1.007141	1.059032
448	1.046878	1.108678
449	0.987959	1.095327
450	0.984003	1.077806
451	1.029611	1.109720
452	0.962970	1.068627
453	1.028304	1.098874
454	0.986143	1.083646
455	1.002310	1.086149
456	1.019973	1.107843
457	1.006778	1.115353
458	0.991210	1.105549
459	1.058491	1.170213
460	1.010339	1.182311
461	1.006175	1.189612
462	0.982115	1.168335
463	0.983753	1.149353
464	0.977495	1.123488
465	1.012068	1.137046
466	1.015593	1.154777
467	1.029444	1.188778
468	0.994736	1.182520
469	0.985183	1.164998
470	0.981737	1.143721
471	1.032646	1.181060
472	1.021547	1.206508
473	1.006570	1.214435
474	1.000172	1.214643
475	0.977160	1.186900
476	1.020738	1.211514
477	0.993113	1.203171
478	1.000173	1.203379
479	0.983013	1.182937
480	0.997002	1.179391
481	0.978776	1.154360
482	1.002349	1.157071
483	0.965026	1.116604
484	1.008967	1.126617
485	1.012035	1.140175
486	0.991035	1.129954
487	0.969171	1.095119
488	1.037714	1.136421
489	0.997797	1.133917
490	0.984731	1.116604
491	0.992154	1.107843
492	0.998682	1.106383
493	1.018100	1.126408
494	0.996667	1.122653
495	0.992010	1.113684
496	0.992133	1.104923
497	0.995847	1.100334
498	0.980095	1.078431
499	1.039072	1.120567
500	1.001303	1.122028
501	1.018219	1.142470
502	1.018806	1.163955
503	0.972043	1.131414
504	1.028945	1.164164
505	1.001971	1.166458
506	1.008405	1.176262
507	1.010286	1.188360
Best-stock (tc=0.0000), Final return: 1.19
-------------------------------------
